"Obs. Date","Obs. value","Series key","Indicator title","Units","Obs. status"
"2020-05","4.86","MIR.M.U2.B.L22.G.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 1 and up to 2yrs","EUR billions","A"
"2020-06","3.61","MIR.M.U2.B.L22.G.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 1 and up to 2yrs","EUR billions","A"
"2020-07","4.11","MIR.M.U2.B.L22.G.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 1 and up to 2yrs","EUR billions","A"
"2020-08","1.68","MIR.M.U2.B.L22.G.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 1 and up to 2yrs","EUR billions","A"
"2020-09","1.78","MIR.M.U2.B.L22.G.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 1 and up to 2yrs","EUR billions","A"
"2020-10","1.71","MIR.M.U2.B.L22.G.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 1 and up to 2yrs","EUR billions","A"
"2020-11","2.01","MIR.M.U2.B.L22.G.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 1 and up to 2yrs","EUR billions","A"
"2020-12","4.22","MIR.M.U2.B.L22.G.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 1 and up to 2yrs","EUR billions","A"
"2021-01","1.87","MIR.M.U2.B.L22.G.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 1 and up to 2yrs","EUR billions","A"
"2021-02","1.28","MIR.M.U2.B.L22.G.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 1 and up to 2yrs","EUR billions","A"
"2021-03","1.28","MIR.M.U2.B.L22.G.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 1 and up to 2yrs","EUR billions","A"
"2021-04","0.76","MIR.M.U2.B.L22.G.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 1 and up to 2yrs","EUR billions","A"
"2021-05","1.36","MIR.M.U2.B.L22.G.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 1 and up to 2yrs","EUR billions","A"
"2021-06","1.23","MIR.M.U2.B.L22.G.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 1 and up to 2yrs","EUR billions","A"
"2021-07","1.40","MIR.M.U2.B.L22.G.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 1 and up to 2yrs","EUR billions","A"
"2021-08","0.92","MIR.M.U2.B.L22.G.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 1 and up to 2yrs","EUR billions","A"
"2021-09","1.59","MIR.M.U2.B.L22.G.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 1 and up to 2yrs","EUR billions","A"
"2021-10","0.77","MIR.M.U2.B.L22.G.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 1 and up to 2yrs","EUR billions","A"
"2021-11","1.57","MIR.M.U2.B.L22.G.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 1 and up to 2yrs","EUR billions","A"
"2021-12","2.00","MIR.M.U2.B.L22.G.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 1 and up to 2yrs","EUR billions","A"
"2022-01","0.94","MIR.M.U2.B.L22.G.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 1 and up to 2yrs","EUR billions","A"
"2022-02","1.22","MIR.M.U2.B.L22.G.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 1 and up to 2yrs","EUR billions","A"
"2022-03","2.03","MIR.M.U2.B.L22.G.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 1 and up to 2yrs","EUR billions","A"
"2022-04","1.91","MIR.M.U2.B.L22.G.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 1 and up to 2yrs","EUR billions","A"
"2022-05","3.50","MIR.M.U2.B.L22.G.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 1 and up to 2yrs","EUR billions","A"
"2022-06","3.58","MIR.M.U2.B.L22.G.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 1 and up to 2yrs","EUR billions","A"
"2022-07","2.74","MIR.M.U2.B.L22.G.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 1 and up to 2yrs","EUR billions","A"
"2022-08","2.94","MIR.M.U2.B.L22.G.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 1 and up to 2yrs","EUR billions","A"
"2022-09","2.89","MIR.M.U2.B.L22.G.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 1 and up to 2yrs","EUR billions","A"
"2022-10","4.39","MIR.M.U2.B.L22.G.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 1 and up to 2yrs","EUR billions","A"
"2014-03","9.65","MIR.M.U2.B.L24.A.B.A.2230.EUR.N","Repos","EUR billions","A"
"2014-04","17.88","MIR.M.U2.B.L24.A.B.A.2230.EUR.N","Repos","EUR billions","A"
"2014-05","25.49","MIR.M.U2.B.L24.A.B.A.2230.EUR.N","Repos","EUR billions","A"
"2014-06","23.59","MIR.M.U2.B.L24.A.B.A.2230.EUR.N","Repos","EUR billions","A"
"2014-07","8.80","MIR.M.U2.B.L24.A.B.A.2230.EUR.N","Repos","EUR billions","A"
"2014-08","9.03","MIR.M.U2.B.L24.A.B.A.2230.EUR.N","Repos","EUR billions","A"
"2014-09","8.84","MIR.M.U2.B.L24.A.B.A.2230.EUR.N","Repos","EUR billions","A"
"2014-10","8.10","MIR.M.U2.B.L24.A.B.A.2230.EUR.N","Repos","EUR billions","A"
"2014-11","8.01","MIR.M.U2.B.L24.A.B.A.2230.EUR.N","Repos","EUR billions","A"
"2014-12","14.65","MIR.M.U2.B.L24.A.B.A.2230.EUR.N","Repos","EUR billions","A"
"2015-01","8.89","MIR.M.U2.B.L24.A.B.A.2230.EUR.N","Repos","EUR billions","A"
"2015-02","9.89","MIR.M.U2.B.L24.A.B.A.2230.EUR.N","Repos","EUR billions","A"
"2015-03","11.96","MIR.M.U2.B.L24.A.B.A.2230.EUR.N","Repos","EUR billions","A"
"2015-04","7.77","MIR.M.U2.B.L24.A.B.A.2230.EUR.N","Repos","EUR billions","A"
"2015-05","8.47","MIR.M.U2.B.L24.A.B.A.2230.EUR.N","Repos","EUR billions","A"
"2015-06","8.05","MIR.M.U2.B.L24.A.B.A.2230.EUR.N","Repos","EUR billions","A"
"2015-07","7.89","MIR.M.U2.B.L24.A.B.A.2230.EUR.N","Repos","EUR billions","A"
"2015-08","5.74","MIR.M.U2.B.L24.A.B.A.2230.EUR.N","Repos","EUR billions","A"
"2015-09","8.22","MIR.M.U2.B.L24.A.B.A.2230.EUR.N","Repos","EUR billions","A"
"2015-10","7.69","MIR.M.U2.B.L24.A.B.A.2230.EUR.N","Repos","EUR billions","A"
"2015-11","7.56","MIR.M.U2.B.L24.A.B.A.2230.EUR.N","Repos","EUR billions","A"
"2015-12","7.14","MIR.M.U2.B.L24.A.B.A.2230.EUR.N","Repos","EUR billions","A"
"2016-01","5.71","MIR.M.U2.B.L24.A.B.A.2230.EUR.N","Repos","EUR billions","A"
"2016-02","5.22","MIR.M.U2.B.L24.A.B.A.2230.EUR.N","Repos","EUR billions","A"
"2003-10","188.17","MIR.M.U2.B.L22.A.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity","EUR billions","A"
"2003-11","167.91","MIR.M.U2.B.L22.A.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity","EUR billions","A"
"2003-12","183.98","MIR.M.U2.B.L22.A.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity","EUR billions","A"
"2004-01","173.13","MIR.M.U2.B.L22.A.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity","EUR billions","A"
"2004-02","163.86","MIR.M.U2.B.L22.A.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity","EUR billions","A"
"2004-03","192.89","MIR.M.U2.B.L22.A.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity","EUR billions","A"
"2004-04","166.47","MIR.M.U2.B.L22.A.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity","EUR billions","A"
"2004-05","159.88","MIR.M.U2.B.L22.A.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity","EUR billions","A"
"2004-06","159.93","MIR.M.U2.B.L22.A.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity","EUR billions","A"
"2004-07","158.97","MIR.M.U2.B.L22.A.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity","EUR billions","A"
"2004-08","149.33","MIR.M.U2.B.L22.A.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity","EUR billions","A"
"2004-09","158.48","MIR.M.U2.B.L22.A.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity","EUR billions","A"
"2004-10","166.83","MIR.M.U2.B.L22.A.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity","EUR billions","A"
"2006-06","131.85","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2006-07","140.83","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2006-08","138.52","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2006-09","133.93","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2006-10","158.12","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2006-11","149.71","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2006-12","155.40","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2007-01","196.89","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2007-02","169.30","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2007-03","176.72","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2007-04","181.53","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2007-05","182.63","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2007-06","185.63","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2007-07","211.53","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2007-08","202.34","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2007-09","207.12","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2007-10","239.18","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2007-11","208.17","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2007-12","210.32","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2008-01","280.21","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2019-03","40.07","MIR.M.U2.B.L22.F.B.A.2250.EUR.N","From households - With an agreed maturity - up to 1yr","EUR billions","A"
"2019-04","37.94","MIR.M.U2.B.L22.F.B.A.2250.EUR.N","From households - With an agreed maturity - up to 1yr","EUR billions","A"
"2019-05","36.83","MIR.M.U2.B.L22.F.B.A.2250.EUR.N","From households - With an agreed maturity - up to 1yr","EUR billions","A"
"2019-06","33.79","MIR.M.U2.B.L22.F.B.A.2250.EUR.N","From households - With an agreed maturity - up to 1yr","EUR billions","A"
"2019-07","39.55","MIR.M.U2.B.L22.F.B.A.2250.EUR.N","From households - With an agreed maturity - up to 1yr","EUR billions","A"
"2019-08","32.09","MIR.M.U2.B.L22.F.B.A.2250.EUR.N","From households - With an agreed maturity - up to 1yr","EUR billions","A"
"2019-09","33.36","MIR.M.U2.B.L22.F.B.A.2250.EUR.N","From households - With an agreed maturity - up to 1yr","EUR billions","A"
"2019-10","35.14","MIR.M.U2.B.L22.F.B.A.2250.EUR.N","From households - With an agreed maturity - up to 1yr","EUR billions","A"
"2019-11","30.85","MIR.M.U2.B.L22.F.B.A.2250.EUR.N","From households - With an agreed maturity - up to 1yr","EUR billions","A"
"2019-12","33.81","MIR.M.U2.B.L22.F.B.A.2250.EUR.N","From households - With an agreed maturity - up to 1yr","EUR billions","A"
"2020-01","37.08","MIR.M.U2.B.L22.F.B.A.2250.EUR.N","From households - With an agreed maturity - up to 1yr","EUR billions","A"
"2020-02","31.65","MIR.M.U2.B.L22.F.B.A.2250.EUR.N","From households - With an agreed maturity - up to 1yr","EUR billions","A"
"2020-03","30.50","MIR.M.U2.B.L22.F.B.A.2250.EUR.N","From households - With an agreed maturity - up to 1yr","EUR billions","A"
"2020-04","28.65","MIR.M.U2.B.L22.F.B.A.2250.EUR.N","From households - With an agreed maturity - up to 1yr","EUR billions","A"
"2020-05","28.32","MIR.M.U2.B.L22.F.B.A.2250.EUR.N","From households - With an agreed maturity - up to 1yr","EUR billions","A"
"2020-06","28.69","MIR.M.U2.B.L22.F.B.A.2250.EUR.N","From households - With an agreed maturity - up to 1yr","EUR billions","A"
"2020-07","31.54","MIR.M.U2.B.L22.F.B.A.2250.EUR.N","From households - With an agreed maturity - up to 1yr","EUR billions","A"
"2020-08","25.33","MIR.M.U2.B.L22.F.B.A.2250.EUR.N","From households - With an agreed maturity - up to 1yr","EUR billions","A"
"2020-09","28.85","MIR.M.U2.B.L22.F.B.A.2250.EUR.N","From households - With an agreed maturity - up to 1yr","EUR billions","A"
"2020-10","27.99","MIR.M.U2.B.L22.F.B.A.2250.EUR.N","From households - With an agreed maturity - up to 1yr","EUR billions","A"
"2022-05","2.99","MIR.M.U2.B.L22.H.B.A.2250.EUR.N","From households - With an agreed maturity - over 2yrs","EUR billions","A"
"2022-06","3.02","MIR.M.U2.B.L22.H.B.A.2250.EUR.N","From households - With an agreed maturity - over 2yrs","EUR billions","A"
"2022-07","3.58","MIR.M.U2.B.L22.H.B.A.2250.EUR.N","From households - With an agreed maturity - over 2yrs","EUR billions","A"
"2022-08","3.72","MIR.M.U2.B.L22.H.B.A.2250.EUR.N","From households - With an agreed maturity - over 2yrs","EUR billions","A"
"2022-09","4.24","MIR.M.U2.B.L22.H.B.A.2250.EUR.N","From households - With an agreed maturity - over 2yrs","EUR billions","A"
"2022-10","5.43","MIR.M.U2.B.L22.H.B.A.2250.EUR.N","From households - With an agreed maturity - over 2yrs","EUR billions","A"
"2022-11","6.42","MIR.M.U2.B.L22.H.B.A.2250.EUR.N","From households - With an agreed maturity - over 2yrs","EUR billions","A"
"2022-12","6.75","MIR.M.U2.B.L22.H.B.A.2250.EUR.N","From households - With an agreed maturity - over 2yrs","EUR billions","A"
"2023-01","10.37","MIR.M.U2.B.L22.H.B.A.2250.EUR.N","From households - With an agreed maturity - over 2yrs","EUR billions","A"
"2023-02","9.84","MIR.M.U2.B.L22.H.B.A.2250.EUR.N","From households - With an agreed maturity - over 2yrs","EUR billions","A"
"2023-03","10.80","MIR.M.U2.B.L22.H.B.A.2250.EUR.N","From households - With an agreed maturity - over 2yrs","EUR billions","A"
"2023-04","9.20","MIR.M.U2.B.L22.H.B.A.2250.EUR.N","From households - With an agreed maturity - over 2yrs","EUR billions","A"
"2023-05","9.30","MIR.M.U2.B.L22.H.B.A.2250.EUR.N","From households - With an agreed maturity - over 2yrs","EUR billions","A"
"2023-06","9.10","MIR.M.U2.B.L22.H.B.A.2250.EUR.N","From households - With an agreed maturity - over 2yrs","EUR billions","A"
"2023-07","8.23","MIR.M.U2.B.L22.H.B.A.2250.EUR.N","From households - With an agreed maturity - over 2yrs","EUR billions","A"
"2023-08","9.85","MIR.M.U2.B.L22.H.B.A.2250.EUR.N","From households - With an agreed maturity - over 2yrs","EUR billions","A"
"2023-09","8.64","MIR.M.U2.B.L22.H.B.A.2250.EUR.N","From households - With an agreed maturity - over 2yrs","EUR billions","A"
"2023-10","11.47","MIR.M.U2.B.L22.H.B.A.2250.EUR.N","From households - With an agreed maturity - over 2yrs","EUR billions","A"
"2023-11","13.41","MIR.M.U2.B.L22.H.B.A.2250.EUR.N","From households - With an agreed maturity - over 2yrs","EUR billions","A"
"2023-12","14.65","MIR.M.U2.B.L22.H.B.A.2250.EUR.N","From households - With an agreed maturity - over 2yrs","EUR billions","P"
"2017-08","2.58","MIR.M.U2.B.L22.H.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 2yrs","EUR billions","A"
"2017-09","2.45","MIR.M.U2.B.L22.H.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 2yrs","EUR billions","A"
"2017-10","3.65","MIR.M.U2.B.L22.H.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 2yrs","EUR billions","A"
"2017-11","3.60","MIR.M.U2.B.L22.H.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 2yrs","EUR billions","A"
"2017-12","4.05","MIR.M.U2.B.L22.H.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 2yrs","EUR billions","A"
"2018-01","2.43","MIR.M.U2.B.L22.H.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 2yrs","EUR billions","A"
"2018-02","2.47","MIR.M.U2.B.L22.H.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 2yrs","EUR billions","A"
"2018-03","2.37","MIR.M.U2.B.L22.H.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 2yrs","EUR billions","A"
"2018-04","2.68","MIR.M.U2.B.L22.H.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 2yrs","EUR billions","A"
"2018-05","2.29","MIR.M.U2.B.L22.H.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 2yrs","EUR billions","A"
"2018-06","2.78","MIR.M.U2.B.L22.H.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 2yrs","EUR billions","A"
"2018-07","2.98","MIR.M.U2.B.L22.H.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 2yrs","EUR billions","A"
"2018-08","1.92","MIR.M.U2.B.L22.H.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 2yrs","EUR billions","A"
"2018-09","2.44","MIR.M.U2.B.L22.H.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 2yrs","EUR billions","A"
"2018-10","3.20","MIR.M.U2.B.L22.H.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 2yrs","EUR billions","A"
"2018-11","2.63","MIR.M.U2.B.L22.H.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 2yrs","EUR billions","A"
"2018-12","3.94","MIR.M.U2.B.L22.H.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 2yrs","EUR billions","A"
"2019-01","2.65","MIR.M.U2.B.L22.H.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 2yrs","EUR billions","A"
"2019-02","2.52","MIR.M.U2.B.L22.H.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 2yrs","EUR billions","A"
"2019-03","2.49","MIR.M.U2.B.L22.H.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 2yrs","EUR billions","A"
